stt,title,road,parking,square,price,dis_q,dis,date
7911,"EM CẦN BÁN 60m2 ,MT 5m = Hậu  MẶT QL 32 LA THÀNH ,TX SƠN TÂY ,HA NỘI.",40m,0,60.0,3 tỷ,Thị xã Sơn Tây,"Đường La Thành, Phường Lê Lợi, Thị xã Sơn Tây, Hà Nội",05/05/2023
7912,"CC gửi BÁN ĐẤT DT126.6m2 ,MT 9.11m PHÂN LÔ VUÔNG ĐẸP TẠI TT  TRẠM TRÔI,HOÀI ĐỨC.HN",9m,0,1266.0,"8,6 tỷ",Huyện Hoài Đức,"Đường Quốc lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",05/05/2023
7913,GẤP! 200m2 đất Sổ đỏ Võ Chí công. Ô tô. 90tr/m2.,4m,1,200.0,90 triệu / m2,Quận Tây Hồ,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7914,"100m2 đất mặt Hồ Tây, phố Trích Sài - MT 6.8m - Nở hậu - 33 tỷ",11m,1,100.0,33 tỷ,Quận Tây Hồ,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",05/05/2023
7915,"Đất mặt ngõ nông Văn Cao, kinh doanh đỉnh. Ô tô 50m2 Hơn 7 tỷ",30m,1,50.0,7 tỷ,Quận Ba Đình,"Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",05/05/2023
7916,Sốc! Đất mặt HỒ TÂY hơn 200tr/2. Mặt tiền 7m nở hậu,15m,1,170.0,200 triệu / m2,Quận Tây Hồ,"Đường Vệ Hồ, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7917,"Cực Hiếm! Đất mặt phố Trích Sài, trực diện Hồ Tây. DT khủng 500m2",20m,1,500.0,135 tỷ,Quận Tây Hồ,"Phố Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",05/05/2023
7918,"Đất Từ Hoa, Tây Hồ DT 390m2 MT 11m view Hồ Tây cực đẹp giá 65 tỷ",20m,1,390.0,65 tỷ,Quận Tây Hồ,"Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7919,"Em bán 94m² trục kinh doanh vào làng, Hạ Mỗ, Huyện Đan Phượng, HN. (giá 3x tr /m²)",8m,0,94.0,36 triệu / m2,Huyện Đan Phượng,"Xã Hạ Mỗ, Huyện Đan Phượng, Hà Nội",05/05/2023
7920,"GĐ CẦN BÁN FUL THỔ CƯ DT 130M2 ,MT5M,NỞ HẬU(GIÁ 2XTR/M2)TIÊN TÂN ,HỒNG HÀ ,ĐAN PHƯỢNG,HN",3m,0,130.0,"3,1 tỷ",Huyện Đan Phượng,"Xã Hồng Hà, Huyện Đan Phượng, Hà Nội",05/05/2023
7921,"Cc gửi bán 50m², MT 3.7m đường 13m tại Đồng Sậy, TT Phùng, Đan Phượng, Hà Nội. Lh:",13m,0,50.0,61 triệu / m2,Huyện Đan Phượng,"Đường Đồng Sậy, Xã Đan Phượng, Huyện Đan Phượng, Hà Nội",05/05/2023
7922,"CHÍNH CHỦ BÁN LÔ ĐẤT  DT 65M2,MT4,54M .THÔN NỘI,ĐỨC THƯỢNG,HOÀI ĐỨC,HN.","2,6m",0,65.0,"2,275 tỷ",Huyện Hoài Đức,"Đường Quốc lộ 32, Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",05/05/2023
7923,"CHÍNH CHỦ BÁN 67.5M2 , MT 4.50M NƠ HẬU. THÔI NỘI ,ĐỨC THƯỢNG, HOÀI ĐỨC ,HN.","2,5m",0,67.0,"2,295 tỷ",Huyện Hoài Đức,"Đường Quốc lộ 32, Xã Đức Thượng, Huyện Hoài Đức, Hà Nội",05/05/2023
7924,💯Chủ Cần Bán Gấp Nhà Mặt Phố Nghi Tàm 157m2 Giá 28Tỷ,10m,1,157.0,28 tỷ,Quận Tây Hồ,"Đường Nghi Tàm, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7925,BÁN LÔ ĐẤT GẦN TRUNG TÂM AEON MELL NGAY NGÃ TƯ CỔ LINH VÀ ĐÀM QUANG TRUNG LONG BIÊN HÀ NỘI,5m,1,72.0,"7,2 tỷ",Quận Long Biên,"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",05/05/2023
7926,"BÁN ĐẤT TẶNG NHÀ MẶT PHỐ NGUYỄN VĂN CỪ LONG BIÊN, 209M2 MẶT TIỀN 12M,NHỈNH 50 TỶ..",40m,1,209.0,53 tỷ,Quận Long Biên,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",05/05/2023
7927,"Bán đất 60m ngõ 29 Khương Hạ nhìn ra hồ oto tránh, giá 4.62 tỷ",6m,0,60.0,"4,62 tỷ",Quận Thanh Xuân,"Phố Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",05/05/2023
7928,"Bán đất ngõ Nguyễn Trãi, 62m, giá 3 tỷ",3m,0,62.0,3 tỷ,Quận Thanh Xuân,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",05/05/2023
7929,"chỉ từ 460tr 1 lô đất đã có sổ riêng, full thổ cư",7m,0,52.0,460 triệu,Huyện Phú Xuyên,"Đường Quốc Lộ 1A, Xã Nam Phong, Huyện Phú Xuyên, Hà Nội",05/05/2023
7930,"Bán đất 32m, giá 1.3 tỷ ngõ 99 Định Công Thượng",2m,0,32.0,"1,3 tỷ",Quận Hoàng Mai,"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",05/05/2023
7931,"Bán đất ngõ 211 Khương Trung, 55m2, giá 2.2 tỷ",2m,0,55.0,"2,2 tỷ",Quận Thanh Xuân,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",05/05/2023
7932,Bán Đất Hải Bối Đông Anh Ô TÔ 100m 2.8 Tỷ,3m,0,100.0,"2,8 tỷ",Huyện Đông Anh,"Xã Hải Bối, Huyện Đông Anh, Hà Nội",05/05/2023
7933,"Bán gấp 66m2 đất, oto 7 chỗ vào, Thiên Biểu, Kim Chung, Đông Anh, giá 2.28 tỷ.",5m,0,66.0,"2,28 tỷ",Huyện Đông Anh,"Đường Thiên Biều, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7934,"Bán gấp 66m2 đất, oto 7 chỗ vào, Thiên Biểu, Kim Chung, Đông Anh, giá 2.28 tỷ.",5m,0,66.0,"2,28 tỷ",Huyện Đông Anh,"Đường Thiên Biều, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7935,"Bán gấp 68m2 đất, oto, Thiên Đa Lộc, Kim Chung, Đông Anh, giá 2.28 tỷ.",3m,0,68.0,"2,5 tỷ",Huyện Đông Anh,"Đường Đa Lộc, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7936,"Bán 120m Đất, oto, Thông, Tây Bầu, Kim Chung mt 5.5m",6m,0,120.0,"6,68 tỷ",Huyện Đông Anh,"Đường Bắc Thăng Long-Nội Bài, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7937,"Bán Đất Võng La, ôtô, lô góc 229m, MT9.5m 6.35 tỷ Đông Anh",5m,0,229.0,"6,35 tỷ",Huyện Đông Anh,"Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội",05/05/2023
7938,"Bán gấp 66m2 đất, oto 7 chỗ vào, đông Bấu, Kim Chung, Đông Anh, giá 2.28 tỷ.",4m,0,66.0,"2,28 tỷ",Huyện Đông Anh,"Đường Đa Lộc, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7939,"Bán Đất Tằng My Nam Hồng, Ô TÔ 55m 2.1 Tỷ Đông Anh",4m,0,55.0,"2,1 tỷ",Huyện Đông Anh,"Đường Thôn Đìa-Nam Hồng, Xã Nam Hồng, Huyện Đông Anh, Hà Nội",05/05/2023
7940,"Bán 60m2 đất, oto 7 chỗ vào, Nhuế , Kim Chung, Đông Anh, giá 2.55 tỷ.",4m,0,60.0,"2,55 tỷ",Huyện Đông Anh,"Đường Kim Chung, Xã Kim Chung, Huyện Đông Anh, Hà Nội",05/05/2023
7941,Bán Đất Đại Độ Võng La Ô TÔ Tải tránh 50m 1.86 tỷ Đông Anh,9m,0,50.0,"1,86 tỷ",Huyện Đông Anh,"Đường Sáp Mai, Xã Võng La, Huyện Đông Anh, Hà Nội",05/05/2023
7942,Bất đất Hải Bối Đông Anh Ô TÔ tránh Vào nhà 120m 2.75 tỷ,5m,0,120.0,"2,75 tỷ",Huyện Đông Anh,"Đường Bắc Thăng Long-Hải Bối, Xã Hải Bối, Huyện Đông Anh, Hà Nội",05/05/2023
7943,"Bán gấp 35m2 đất Yên Nghĩa Hà Đông - KĐT ĐÔ NGHĨA - giá trong 1 tuần 1,9 tỷ",2m,0,35.0,"1,9 tỷ",Quận Hà Đông,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",05/05/2023
7944,"ĐẤT VÀNG KIỀU MAI 72M2 Ô TÔ TRÁNH, KINH DOANH, QUY HOẠCH MẶT ĐƯỜNG VĂN TIẾN DŨNG KÉO DÀI",5m,1,72.0,"4,55 tỷ",Quận Nam Từ Liêm,"Đường Cầu Diễn, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7945,"Chính chủ gửi bán cắt lỗ mảnh đất lô góc phố Tô Hiệu Hà Cầu 154m 11x14, ô tô tránh, vỉa hè",10m,1,154.0,25 tỷ,Quận Hà Đông,"Đường Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",05/05/2023
7946,Chủ cần tiền gửi bán 282m đất Hoàng Diệu huyện Chương Mỹ chia được 3 lô giá 1.4 tỷ,"2,1m",0,282.0,"1,4 tỷ",Huyện Chương Mỹ,"Đường Tỉnh lộ 419, Xã Hoàng Diệu, Huyện Chương Mỹ, Hà Nội",05/05/2023
7947,Mảnh đất 286m² vip nhất Bán Đảo Linh Đàm Hoàng Mai còn sót lại để xây biệt thự nhỉnh 60 tỷ,20m,1,286.0,64 tỷ,Quận Hoàng Mai,"Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",05/05/2023
7948,"Khu phố vip, phân lô - 6.5 tỷ - phố Hoàng Ngân, Cầu giấy, 45.3 M2 *4 tầng",3m,1,45.0,"6,5 tỷ",Quận Thanh Xuân,"Đường Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",05/05/2023
7949,Bán nhà Phố Vũ Trọng Phụng ô tô 43.2m2 5T giá chỉ 5 tỷ.,10m,1,45.0,5 tỷ,Quận Thanh Xuân,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",05/05/2023
7950,Bán Mảnh Đất Mặt Đường KĐT Hồng Hà Eco City 250m MT12m Tứ Hiệp Thanh Trì 35tỷ Vỉa Hè Kinh,20m,1,250.0,35 tỷ,Huyện Thanh Trì,"Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",05/05/2023
7951,Bán đất Hoàng Mai Giáp Nhị 210m MT10m giá 80tr/m SĐCC,20m,0,210.0,"16,8 tỷ",Quận Hoàng Mai,"Đường Hoàng Mai, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",05/05/2023
7952,Bán đất phố Chùa Quỳnh HBT 65m giá 11 tỷ,8m,0,65.0,11 tỷ,Quận Hai Bà Trưng,"Phố Chùa Quỳnh, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7953,Cần tiền bán mảnh đất Q. Nam Từ Liêm .Hà Nội,"2,5m",0,33.0,"1,98 tỷ",Quận Nam Từ Liêm,"Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7954,"Bán nhà Vĩnh Tuy, HBT 65m2.ô tô đỗ cửa nhỉnh 5 tỷ",5m,0,65.0,"5,35 tỷ",Quận Hai Bà Trưng,"Đường Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7955,BÁN ĐẤT TÔ NGỌC VÂN - TÂY HỒ - ÔTÔ ĐỖ CỬA 200M MT 10M GiÁ 35 tỷ,6m,0,200.0,35 tỷ,Quận Tây Hồ,"Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7956,Bán đất mặt phố Tây Hồ 160m mt 7m giá 45 tỷ,26m,0,160.0,45 tỷ,Quận Tây Hồ,"Phố Yên Hoa, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",05/05/2023
7957,"Bán mảnh đất phân lô Vũ Ngọc Phan, Nguyên Hồng Đống Đa 90m 18 tỷ",8m,1,82.0,18 tỷ,Quận Đống Đa,"Phố Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội",05/05/2023
7958,"Bán mảnh đất phân lô ngõ 105 Xuân La Tây Hồ 65m mt4m vỉa hè 2m , rẻ nhất khu vực",7m,0,65.0,"12,8 tỷ",Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7959,"Bán mảnh đất phân lô Xuân La ,Tây Hồ 55m mặt tiền 4,2m đường nhựa vỉa hè rộng",7m,0,55.0,"10,95 tỷ",Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7960,Bán nhà phân lô 105 Xuân La Tây hô 60m 4 tầng 11 tỷ,8m,0,60.0,11 tỷ,Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7961,Bán nhà phân lô 105 Xuân La Tây hô 60m 4 tầng 11 tỷ,8m,0,60.0,11 tỷ,Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7962,"Bán mảnh đất phân lô 130m mặt tiền 8m , Xuân La , Tây Hồ",8m,0,130.0,"22,5 tỷ",Quận Tây Hồ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7963,Bán mảnh đất phân lô Thanh Xuân 57m mặt tiền 5m 9 tỷ,8m,1,57.0,9 tỷ,Quận Thanh Xuân,"Đường Nguyễn Xiển, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",05/05/2023
7964,"Bán mảnh đất phân lô ngõ 106 Hoàng Quốc Việt , Cầu Giấy 85m mặt tiền 8m",8m,0,85.0,19 tỷ,Quận Cầu Giấy,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",05/05/2023
7965,bán gấp mảnh đất đẹp yên nghĩa hà đông 45m giá 1.4 tỷ rẻ nhất khu vực,4m,0,45.0,"1,4 tỷ",Quận Hà Đông,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",05/05/2023
7966,ĐẤT ĐẸP HỮU LÊ HỮU HÒA Ô TÔ TRÁNH NHAU,6m,0,40.0,"2,7 tỷ",Huyện Thanh Trì,"Đường Hữu Lê, Xã Hữu Hòa, Huyện Thanh Trì, Hà Nội",05/05/2023
7967,đất Phụng Châu giá rẻ nhất khu vực Chương Mỹ,"3,5m",0,111.0,25 triệu / m2,Huyện Chương Mỹ,"Quốc lộ 6, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",05/05/2023
7968,LÔ đất vuông đẹp tả thanh oai ô tô vào đất chỉ nhỉnh 1 tỷ,4m,0,38.0,"1,45 tỷ",Huyện Thanh Trì,"Đường Cầu Tó, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",05/05/2023
7969,"Cần bán gấp mảnh đất mặt phố Yên Phụ Tây Hồ 153m2, MT 6.6m, giá 42 tỷ TL",9m,0,153.0,42 tỷ,Quận Tây Hồ,"Đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",05/05/2023
7970,lô góc 3 mặt tiền giá rẻ nhất khu vực,"4,5m",0,70.0,26 triệu / m2,Huyện Chương Mỹ,"Quốc lộ 6, Xã Tiên Phương, Huyện Chương Mỹ, Hà Nội",05/05/2023
7971,đất chúc lý ngọc hòa gần bệnh viện chúc sơn,"2,5m",0,84.0,"1,5 tỷ",Huyện Chương Mỹ,"Quốc lộ 6, Xã Ngọc Hòa, Huyện Chương Mỹ, Hà Nội",05/05/2023
7972,"Bán đất Lạc Long Quân Tây Hồ 220m2 MT 10m 2 mặt tiền, xây văn phòng, khách sạn, toà căn hộ",6m,0,220.0,"41,8 tỷ",Quận Tây Hồ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7973,VỊ TRÍ ĐẮC ĐỊA – VIỆT HƯNG -  HÀNG XÓM VINHOMES HAMONY - NGÕ TO NHƯ PHỐ - PHÂN LÔ Ô BÀN,12m,0,80.0,"12,9 tỷ",Quận Long Biên,"Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7974,"Đất dịch vụ Đồng Đế Dương Nội - Gần Aeon Mall Hà Đông, giá siêu tốt 5.4 tỷ",13m,0,50.0,"5,4 tỷ",Quận Hà Đông,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",05/05/2023
7975,"Chủ mót bán đất TT Yên Viên, ô tô tránh, vào nhà, dt 102 m2, mt 5,4m, giá 4.75 tỷ.",6m,0,102.0,"4,75 tỷ",Huyện Gia Lâm,"Đường Hà Huy Tập, Xã Yên Viên, Huyện Gia Lâm, Hà Nội",05/05/2023
7976,Rẻ quá ! đất phú diễn 52m đường rộng 8m vỉ hè 2m.,8m,0,52.0,"6,5 tỷ",Quận Bắc Từ Liêm,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7977,Bán gấp nhà làng nguyên xá đường cầu diễn diện tích 32 m2  giá  3 tỷ1  nhà 5 tầng mới xây,4m,0,32.0,"3,1 tỷ",Quận Bắc Từ Liêm,"Đường Cầu Diễn, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7978,"Bán Đất PHỐ TRẦN CUNG_PHÂN LÔ Ô TÔ TRÁNH, DT 65m2, MT5m, Giá 8.1 TỶ",7m,1,65.0,"8,1 tỷ",Quận Bắc Từ Liêm,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7979,CẦN BÁN GẤP LÊ QUANG ĐẠO 63M2 MẶT TIỀN 8M38 GIÁ CHỈ HƠN 3 TỶ.,6m,0,63.0,"3,5 tỷ",Quận Nam Từ Liêm,"Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7980,"54m,Ngọc Chi, Vĩnh Ngọc, Đường 4m, ô tô vào đất",4m,0,54.0,60 triệu / m2,Huyện Đông Anh,"Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội",05/05/2023
7981,"Siêu hiếm đất phân lô quan chức, ô tô dừng đỗ, Vườn Đào, Tây Hồ, 55 tỷ",10m,1,176.0,55 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",05/05/2023
7982,"BÁN MẢNH ĐẤT SIÊU ĐẸP MẶT PHỐ QUẢNG KHÁNH, TÂY HỒ, VIEW HỒ TÂY, VỈA HÈ, Ô TÔ TRÁNH, 76 TỶ",10m,0,164.0,76 tỷ,Quận Tây Hồ,"Phố Quảng Khánh, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7983,"ĐẤT TÂY HỒ, NGÕ THÔNG Ô TÔ, KINH DOANH, CÁCH HỒ TÂY HƠN 100M, PHỐ LẠC LONG QUÂN, 20 TỶ",5m,0,168.0,20 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7984,"Mảnh đất siêu hiếm, phố Từ Hoa, Tây Hồ, ô tô tải tránh, kinh doanh, 105 tỷ",10m,1,300.0,105 tỷ,Quận Tây Hồ,"Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7985,"CẦ BÁN MẢNH ĐẤT LẠC LONG QUÂN, LÔ GÓC, MẶT NGÕ TO 3 Ô TÔ TRÁNH, KINH DOANH, 25 tỷ",8m,0,180.0,25 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7986,"Hiếm - Mảnh đất Trần Đại Nghĩa, OTO Tránh gần ĐH Bách khoa, KTQD, 180m2, mặt tiền 7m, 22tỷ",10m,1,180.0,22 tỷ,Quận Hai Bà Trưng,"Phố Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7987,"Hạ sốc 5 tỷ - Đất Mặt Phố Quảng An- Hồ Tây 200m2, Mặt Tiền 7,5m, View Hồ Giá 100 tỷ",5m,1,200.0,100 tỷ,Quận Tây Hồ,"Đường Quảng An, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7988,"44m2 đất phượng đồng, Phụng Châu, đường thông ô tô tải chạy, giá 1.1 tỷ",4m,0,44.0,25 triệu / m2,Huyện Chương Mỹ,"Quốc lộ 6, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",05/05/2023
7989,"🌵46m2 đất Phượng Đồng, Phụng Châu, Đường Thông, Ô Tô tải chạy, giá nhỉnh 1 tỷ.",4m,0,46.0,"1,15 tỷ",Huyện Chương Mỹ,"Quốc lộ 6, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",05/05/2023
7990,"ĐẤT CỔ LINH - LONG BIÊN, DT 35M, GIÁ 2.7 TỶ, Ô TÔ ĐỖ CỔNG",6m,0,35.0,"2,7 tỷ",Quận Long Biên,"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",05/05/2023
7991,"ĐẤT HIẾM - PHỐ LÂM HẠ, DT 90M, NHỈNH 9 TỶ,  Ô TÔ ĐỖ CỬA, KHU VIP, DIỆN TÍCH RỘNG Ở SƯỚNG.",6m,0,50.0,9 tỷ,Quận Long Biên,"Đường Lâm Hạ, Phường Bồ Đề, Quận Long Biên, Hà Nội",05/05/2023
7992,"Bán đất phố Tân Mai, phân lô, 10m ô tô tránh, ngõ thông 52m2, MT 4.1m chỉ hơn 3  tỷ","2,5m",0,52.0,"3,92 tỷ",Quận Hoàng Mai,"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",05/05/2023
7993,"Bán gấp mảnh đất Phú Diễn,66m2, MT: 6m,Phân Lô, Ôtô vào, Giá: 4.9 tỷ","3,5m",1,66.0,"4,9 tỷ",Quận Bắc Từ Liêm,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7994,"Bán đất Trần Cung 75m2, Ô tô đỗ cửa, giá: 6.85 tỷ",3m,0,75.0,"6,85 tỷ",Quận Bắc Từ Liêm,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7995,"Bán nhanh mảnh đất Phú Diễn 66m2, Phân Lô, Ôtô, Giá: 4.8 tỷ",4m,1,66.0,"4,8 tỷ",Quận Bắc Từ Liêm,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7996,"Bán Đất Phân Lô Vỉa Hè Oto Tránh - Kinh Doanh, 50m: 4 Tỷ",8m,1,50.0,4 tỷ,Huyện Hoài Đức,"Tỉnh Lộ 422B, Xã Vân Canh, Huyện Hoài Đức, Hà Nội",05/05/2023
7997,"Bán Đất tặng nhà 1,5 tầng Vân Canh nhà 32m2, Ô tô đỗ cửa, Giá: 1.83 tỷ","3,2m",1,32.0,"1,83 tỷ",Huyện Hoài Đức,"Đường Hậu Ái, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",05/05/2023
7998,"Mỹ Đình 60m Đất. MT: 4.5m. Mặt Ngõ Thông, Kinh Doanh: 92 triệu/m.",3m,0,60.0,"5,5 tỷ",Quận Nam Từ Liêm,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7999,"Đất đẹp Liền Kề Tân Phong, 3 ô tô tránh nhau, 2 mặt ngõ, Giá: nhỉnh 4 tỷ",8m,0,66.0,"4,2 tỷ",Quận Bắc Từ Liêm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
8000,"Bán gấp mảnh Đất TĐC Quận Nam Từ Liêm, 50m2, MT 4.2m, ÔTô tránh, Giá: 3.75 tỷ",5m,1,50.0,"3,75 tỷ",Quận Nam Từ Liêm,"Đường Tu Hoàng, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",05/05/2023
8001,"Bán nhanh mảnh đất Phú Diễn 66m2, phân lô, ô tô, giá: 4.6 tỷ",3m,0,66.0,"4,6 tỷ",Quận Bắc Từ Liêm,"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
8002,"Bán đất tặng nhà Tây Mỗ 45m2, Lô Góc, Ôtô đỗ cửa, giá 3.1 tỷ",3m,1,45.0,"3,1 tỷ",Quận Nam Từ Liêm,"Đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",05/05/2023
8003,"HOT Bán nhà Hàng Bạc - Đinh Liệt, DT120m - MT 7m, Gara ô tô, 32.x tỷ",8m,0,120.0,"32,9 tỷ",Quận Hoàn Kiếm,"Phố Hàng Bạc, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",05/05/2023
8004,"CHỦ BÁN 70M2 ĐẤU GIÁ KIM HỒ, LỆ CHI, ĐƯỜNG THÔNG 5M, GIÁ 32TRIỆU/M2",5m,0,70.0,"2,24 tỷ",Huyện Gia Lâm,"Đường Tỉnh Lộ 181, Xã Lệ Chi, Huyện Gia Lâm, Hà Nội",05/05/2023
8005,"BÁN GẤP 80M2 ĐẤT ĐẤU GIÁ KEO, KIM SƠN, SỔ ĐỎ 2022, KD TỐT, GIÁ CHÍNH CHỦ.",8m,0,80.0,4 tỷ,Huyện Gia Lâm,"Đường Tỉnh Lộ 181, Xã Kim Sơn, Huyện Gia Lâm, Hà Nội",05/05/2023
8006,Bán đất Mỗ Lao - Hà Đông- 60m - Giá nhỉnh 7 tỷ - ô tô vào nhà - kinh doanh đỉnh,17m,0,60.0,"7,5 tỷ",Quận Hà Đông,"Đường 19 tháng 5, Phường Mộ Lao, Quận Hà Đông, Hà Nội",05/05/2023
8007,Bán Nhà Riêng Mặt Phố Nguyễn Lương Bằng DT 38Mx3Tx5.6 Mặt tiền Giá Chỉ Nhỉnh 9 Tỷ.,20m,0,38.0,"9,6 tỷ",Quận Đống Đa,"Phố Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",05/05/2023
8008,"Bán nhà tại Mễ Trì, Nam Từ Liêm Hà Nội 35m2, 5 tầng ,3,85 tỷ",2m,1,35.0,"3,85 tỷ",Quận Nam Từ Liêm,"Đường Đồng Me, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",05/05/2023
8009,"Bán nhà tại Xuân Đỉnh, Hà Nội diện tích 50m2, 5 tầng",3m,1,50.0,"4,85 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
