stt,title,road,parking,square,price,dis_q,dis,date
7813,"Bán đất lô góc Phúc Lợi 41m2, 4.3m MT, giá chỉ nhỉnh 2 tỷ chút, hai mặt thoáng.",3m,1,41.0,"2,2 tỷ",Quận Long Biên,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7814,"Bán lô góc 99,5m view vườn hoa kinh doanh siêu đẹp đấu giá Tầm Dâu, Việt Hưng, Long Biên",15m,0,99.0,22 tỷ,Quận Long Biên,"Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7815,"Bán gấp đất đường Lý Sơn khu Z133 Ngọc Thụy 45m2, (4mx11m) MT, Giá 3.7 tỷ. Ô tô, Lô góc.",5m,1,45.0,"3,7 tỷ",Quận Long Biên,"Đường Lý Sơn, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",05/05/2023
7816,"Bán gấp 265m mặt đường QL02 đi Vĩnh Phúc Thanh Xuân, Sóc Sơn cách sân bay Nội Bài 2km",20m,0,265.0,21 tỷ,Huyện Sóc Sơn,"Đường Quốc Lộ 2, Xã Thanh Xuân, Huyện Sóc Sơn, Hà Nội",05/05/2023
7817,"Cần bán 243m biệt thự dãy BT04 khu đô thị Việt Hưng, Giang Biên, Long Biên",25m,0,243.0,"38,5 tỷ",Quận Long Biên,"Phường Long Biên, Quận Long Biên, Hà Nội",05/05/2023
7818,"Cần bán 75m đất đấu giá TT4 giáp chợ Kim Quan Việt Hưng, Long Biên",13m,0,75.0,"11,6 tỷ",Quận Long Biên,"Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7819,"Bán gấp 90m trục chính khu đô thị Khai Sơn đầu Lệ Chi, Gia Lâm",15m,0,90.0,48 triệu / m2,Huyện Gia Lâm,"Xã Lệ Chi, Huyện Gia Lâm, Hà Nội",05/05/2023
7820,"Cần bán 50m đất khu tái định cư Đông Dư, Gia Lâm",11m,0,50.0,"3,8 tỷ",Huyện Gia Lâm,"Xã Đông Dư, Huyện Gia Lâm, Hà Nội",05/05/2023
7821,"Siêu hot 331m đất kinh doanh mặt phố Việt Hưng, Long Biên",20m,0,331.0,62 tỷ,Quận Long Biên,"Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7822,"Bán 99m2 lô góc đẹp nhất đấu giá C33 Voi Phục, Trâu Quỳ, Gia Lâm",15m,0,99.0,"9,4 tỷ",Huyện Gia Lâm,"Đường Cổ Bi, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7823,"Cần bán 310m đất thổ cư mặt đường Cửu Việt 1, Trâu Quỳ, Gia Lâm",7m,0,310.0,95 triệu / m2,Huyện Gia Lâm,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7824,"Bán đất Lô góc quân đội Ngọc Thụy LB, DT: 45m2, ô tô vào đất, ngõ ô tô thông, 3.5 tỷ",6m,1,45.0,"3,5 tỷ",Quận Long Biên,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",05/05/2023
7825,"Bán Đất Phường Ngọc Thuỵ, Long Biên 42m², MT 4m, Lô góc, Ô tô thông, giá 3.7 tỷ",5m,1,42.0,"3,7 tỷ",Quận Long Biên,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",05/05/2023
7826,"Mặt phố Hàng Bông 200m2, mặt tiền 6m, 135 tỷ xây khách sạn hay tòa nhà building, sổ đẹp",18m,0,200.0,135 tỷ,Quận Hoàn Kiếm,"Phố Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",05/05/2023
7827,"Cần bán mảnh đất diện tích 572m2 có nhà 2 tầng tại  Hoa Sơn , Nam Sơn , Sóc Sơn",6m,1,572.0,"6,5 tỷ",Huyện Sóc Sơn,"Đường Quốc Lộ 2, Xã Nam Sơn, Huyện Sóc Sơn, Hà Nội",05/05/2023
7828,"Bán 78,6m2 đất thổ cư Kiên Thành đối diện Highway 5 Residences (TQ5) Trâu Quỳ, Gia Lâm",11m,0,78.0,90 triệu / m2,Huyện Gia Lâm,"Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7829,Tôi chính chủ bán vài lô đất thổ cư thôn quyết tiến xã vân côn hoài đức hà nội,4m,0,50.0,38 triệu / m2,Huyện Hoài Đức,"Đường Đại lộ Thăng Long, Xã Vân Côn, Huyện Hoài Đức, Hà Nội",05/05/2023
7830,MẶT NGÕ TO - Ô TÔ TẢI QUA - CHƯA ĐẾN 40TR/M2 - TỨ HIỆP - 56M - MT 3.5M - CHỈ 2.2 TỶ,0m,0,56.0,"2,2 tỷ",Huyện Thanh Trì,"Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",05/05/2023
7831,Bán đất tặng nhà cấp bốn ngày sát trường đại học,"2,4m",0,44.0,"1,15 tỷ",Huyện Chương Mỹ,"Đường Long Châu, Xã Phụng Châu, Huyện Chương Mỹ, Hà Nội",05/05/2023
7832,Nóng bòng tay Bán đất phân lô vỉa hè Phố Yên Phúc Văn Quán 6 tỷ,12m,1,52.0,6 tỷ,Quận Hà Đông,"Phường Phúc La, Quận Hà Đông, Hà Nội",05/05/2023
7833,"* Cần bán gấp lô đất 60m² Mỹ Đình Nam Từ Liêm Hà Nội, giá: 71 triệu/m².",3m,0,60.0,"4,3 tỷ",Quận Nam Từ Liêm,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7834,"Bán Ô Góc DT 52m2 Tại Ngõ 195 Vũ Xuân Thiều, Tổ 13 Phường Phúc Lợi, Long Biên. Giảm 300tr","2,5m",0,52.0,4 tỷ,Quận Long Biên,"Đường Vũ Xuân Thiều, Phường Phúc Lợi, Quận Long Biên, Hà Nội",05/05/2023
7835,BÁN MẢNH ĐẤT TÂY HỒ. MẶT PHỐ HỒ TÂY. DT 151M2. GIÁ 120 TỶ,15m,1,151.0,120 tỷ,Quận Tây Hồ,"Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",05/05/2023
7836,Bán Mảnh Đất Phố Nguyễn Trãi - Thanh Xuân. DT Rộng. 234m2. Giá 22 Tỷ,3m,0,234.0,22 tỷ,Quận Thanh Xuân,"Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",05/05/2023
7837,Bán Mảnh Đất Phố Lạc Long Quân. Tây Hồ. Ô Tô Qua. DT 205m2. Giá 28 Tỷ,8m,0,205.0,28 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7838,"Bán Mảnh Đất Võ Chí Công. Xuân La. Tây Hồ. DT 332m2. Giá 22,5 Tỷ",6m,0,332.0,"22,5 tỷ",Quận Tây Hồ,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7839,"Đất mặt phố Nguyễn Lân- Thanh Xuân 52m,mặt tiền 4m giá 13 tỷ",15m,0,52.0,13 tỷ,Quận Thanh Xuân,"Đường Nguyễn Lân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",05/05/2023
7840,MẶT PHỐ SIÊU HIẾM CÒN SÓT LẠI PHỐ VỌNG HAI BÀ TRƯNG 590M GIÁ 93 TỶ,20m,0,590.0,93 tỷ,Quận Hai Bà Trưng,"Phố Vọng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7841,MẶT PHỐ SIÊU HIẾM CÒN SÓT LẠI PHỐ VỌNG HAI BÀ TRƯNG 590M GIÁ 93 TỶ,20m,0,590.0,93 tỷ,Quận Hai Bà Trưng,"Phố Vọng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7842,"ĐẤT PHỐ LÊ TRỌNG TẤN-THANH XUÂN 80m,MẶT TIỀN 5M GIÁ 13.5 TỶ",10m,0,80.0,"13,5 tỷ",Quận Thanh Xuân,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",05/05/2023
7843,"BÁN MẢNH ĐẤT PHÚ MỸ, MAI LĨNH HÀ ĐÔNG. DT 31M2. MT 4M. GIÁ 820 TRIỆU",4m,0,31.0,820 triệu,Quận Hà Đông,"Đường Phú Mỹ, Phường Biên Giang, Quận Hà Đông, Hà Nội",05/05/2023
7844,Bán gấp đất thôn Đông Việt Hùng Đông Anh Hà Nội,3m,0,46.0,"36,5 triệu / m2",Huyện Đông Anh,"Đường Việt Hùng, Xã Việt Hùng, Huyện Đông Anh, Hà Nội",05/05/2023
7845,"Cần bán 57m2 đất chợ kim, xuân nộn, gần chợ, trường học, trạm y tế",5m,0,57.0,37 triệu / m2,Huyện Đông Anh,"Đường Lê Hữu Tựu, Xã Xuân Nộn, Huyện Đông Anh, Hà Nội",05/05/2023
7846,"MẢNH ĐẤT VÀNG LẠC LONG QUÂN TÂY HỒ. Ô TÔ QUA.  DT 135M2. MT 8,5M. GIÁ 30 TỶ. LH",6m,0,135.0,30 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7847,"Cần bán gấp mảnh đất Đa Sỹ, Hà Đông 60 m, 4.5m MT giá 4.3 tỷ.",4m,1,60.0,"4,3 tỷ",Quận Hà Đông,"Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",05/05/2023
7848,"BÁN NHÀ GÀ ĐẺ TRỨNG VÀNG QUÁ ĐẸP - NGÔ GIA TỰ ,LB. 6,7 TỶ.",8m,0,80.0,"6,7 tỷ",Quận Long Biên,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",05/05/2023
7849,"CỰC HIẾM NHỎ TIỀN KINH DOANH DT50M2 - 4,5 TỶ Long Biên, HN",8m,1,50.0,"4,5 tỷ",Quận Long Biên,"Đường Ô Cách, Phường Việt Hưng, Quận Long Biên, Hà Nội",05/05/2023
7850,"ĐẤT VÀNG, TỨ LIÊN, TÂY HỒ- Ô TÔ – 2 MẶT NGÕ RỘNG: 52M, MT 4,5M, GIÁ 8,3 TỶ",5m,0,52.0,"8,3 tỷ",Quận Tây Hồ,"Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",05/05/2023
7851,"Anh Tôi Cần Bán Gấp Ô Đất Biệt Thự DT 230m2 Tại Khu 31ha Trâu Quỳ, Gia Lâm. Mặt Tiền 10.5m",11m,0,230.0,"21,85 tỷ",Huyện Gia Lâm,"Đường Chính Trung, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7852,"Về Quê Dưỡng Già Cô Tôi Cần Bán 90m2 Đất TĐC Giang Biên, Long Biên, Ô Gần Vườn Hoa",8m,0,90.0,"11,61 tỷ",Quận Long Biên,"Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7853,"Bán 85m2 Đất TĐC Giang Biên, View Dự Án Shophouse Đường Mai Chí Thọ",13m,0,85.0,"10,088 tỷ",Quận Long Biên,"Đường Mai Chí Thọ, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7854,"Bán Gấp Đất Thông Giữa Ngô Xuân Quảng Và Chính Trung, Trâu Quỳ. Diện Tích 52m2","2,5m",0,52.0,"2,964 tỷ",Huyện Gia Lâm,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7855,"Bán Gấp 50m2 Đất Mặt Phố Nguyễn Văn Hưởng, Giang Biên Giá 6,75 Tỷ Có Thương Lượng",15m,0,50.0,"6,75 tỷ",Quận Long Biên,"Đường Nguyễn Văn Hưởng, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7856,"Siêu Phẩm Cập Bến, Bán Nhanh 247m2 Đất Trục Chính Mặt Phố Cửu Việt, KĐT 31ha Trâu Quỳ",30m,0,247.0,46 tỷ,Huyện Gia Lâm,"Đường Cửu Việt, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7857,"Bán Đất Trâu Quỳ, Gia Lâm, Ô Tô 7 Chỗ Vào Tận Đất. Diện Tích 37m2","3,2m",0,37.0,"2,95 tỷ",Huyện Gia Lâm,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7858,Bán Gấp 118m2 Đất Gần Mặt Phố Ngô Xuân Quảng. Phù Hợp Làm Văn Phòng Hoặc Nhà Xưởng,"3,5m",0,118.0,"7,997 tỷ",Huyện Gia Lâm,"Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",05/05/2023
7859,"Bán Đất TĐC Đông Dư, Gia Lâm. DT 60m2. Mặt Đường 13m. Cách Chợ, UBND Xã, Trường Học 300m",13m,0,60.0,"5,1 tỷ",Huyện Gia Lâm,"Đường Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",05/05/2023
7860,Bán Đất Tái Định Cư Tổ 16 Thạch Bàn. Diện Tích 80.3m2 Đường Phân Lô Bàn Cờ,13m,0,80.0,"9,796 tỷ",Quận Long Biên,"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7861,"Bán 75m2 Đất Thôn 2 Đông Dư, Gia Lâm Giá Rẻ Nhất Khu Vực. Mặt Tiền 5m. Hướng Nam",5m,0,75.0,"5,072 tỷ",Huyện Gia Lâm,"Đường Đông Dư Thượng, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",05/05/2023
7862,"Bán Đất Mặt Phố Ngọc Trì, Thạch Bàn. Lô Góc DT 100m2 Kinh Doanh Tốt",8m,0,100.0,"11,5 tỷ",Quận Long Biên,"Phố Ngọc Trì, Phường Thạch Bàn, Quận Long Biên, Hà Nội",05/05/2023
7863,"Bán Gấp 40m2 Đất TĐC Giang Biên, View Vườn Hoa Cực Đẹp",11m,0,40.0,6 tỷ,Quận Long Biên,"Đường Mai Chí Thọ, Phường Giang Biên, Quận Long Biên, Hà Nội",05/05/2023
7864,bán đất yên nghĩa hà đông hà nội,"2,2m",0,31.0,980 triệu,Quận Hà Đông,"Đường Quốc lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",05/05/2023
7865,PHÂN LÔ - Ô TÔ - KHU VỰC DÂN TRÍ CAO - TT VIỆN KHNN - 63M - MT 4.8M - 3.4 TỶ,3m,0,63.0,"3,4 tỷ",Huyện Thanh Trì,"Đường Ngọc Hồi, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội",05/05/2023
7866,"Bán nhà mặt phố Minh Khai, Hai Bà Trưng, HN. DT 33m2 xây 3T sầm uất, KD đỉnh giá 7 tỷ",10m,0,33.0,7 tỷ,Quận Hai Bà Trưng,"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",05/05/2023
7867,"Bán đất phân lô Nguyễn Khái, Thanh Trì, Hoàng Mai, Hà Nội. DT 48m2, ô tô vào giá 4.3 tỷ",4m,0,48.0,"4,3 tỷ",Quận Hoàng Mai,"Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",05/05/2023
7868,"Bán đất Nguyễn Khoái, Thanh Trì, Hoàng Mai, Hà Nội. DT 145m2 MT rộng ngõ ôtô thông MT rộng",5m,0,145.0,10 tỷ,Quận Hoàng Mai,"Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",05/05/2023
7869,"Trục chính Ngọc Hòa_Cách qlo 6 chuẩn bị mở rộng chỉ 300m_Giá Đầu Tư chỉ 1,x tỷ",5m,0,79.0,"1,9 tỷ",Huyện Chương Mỹ,"Đường Tỉnh lộ 419, Xã Ngọc Hòa, Huyện Chương Mỹ, Hà Nội",05/05/2023
7870,Đất Thị trấn Chúc Sơn vị trí trung tâm_ô tô tải đỗ cửa_Giá nhỉnh 1 tỷ chút ít,2m,0,39.0,"1,23 tỷ",Huyện Chương Mỹ,"Đường Tỉnh lộ 419, Thị trấn Chúc Sơn, Huyện Chương Mỹ, Hà Nội",05/05/2023
7871,Hơn 1 tỷ 57m  ngõ ô tô sát quốc lộ 6,4mm,0,57.0,"26,5 triệu / m2",Huyện Chương Mỹ,"Đường Số 6, Xã Phú Nghĩa, Huyện Chương Mỹ, Hà Nội",05/05/2023
7872,Bán gấp 74m lô góc trục chính đất đấu giá Yên Vĩnh Kim Chung cạnh siêu dự án Hinode Royal,9m,1,74.0,"3,6 tỷ",Huyện Hoài Đức,"Đường Yên Vĩnh, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",05/05/2023
7873,"Bán Gấp 38,2m Đất Vuông mặt tiền 3.8m giá chỉ 3.05 tỷ Yên Xá-Thanh Trì",2m,0,39.0,"3,05 tỷ",Huyện Thanh Trì,"Đường Triều Khúc, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",05/05/2023
7874,"Bán gấp nhà C4 ở luôn DT30m Yên Xá, MT 4.7m giá 2.55 tỷ",2m,0,30.0,"2,55 tỷ",Huyện Thanh Trì,"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",05/05/2023
7875,"Bán đất Phạm Văn Đồng 75m, mặt tiền 5.66m nở hậu 2cm, Ô tô vào nhà - 5.6 Tỷ",4m,0,75.0,"5,6 tỷ",Quận Bắc Từ Liêm,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7876,"Bán mảnh đất mặt đường Xuân Đỉnh 140m2, mặt tiền 6.5m nở hậu, kinh doanh sầm uất 170tr/1m",8m,0,140.0,170 triệu / m2,Quận Bắc Từ Liêm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7877,"Bán đất phố Tân Phong Thụy phương 30m, mặt tiền 3.3m Ô tô vào nhà - 1.5 tỷ",3m,0,30.0,"1,5 tỷ",Quận Bắc Từ Liêm,"Đường Tân Phong, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7878,"Bán 114m2 đất phố Xuân Đỉnh, giáp Ngoại Giao Đoàn, mặt tiền 8.8m ô tô vào nhà - 60tr/m2",5m,0,114.0,60 triệu / m2,Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7879,"Bán đất Thụy Phương DT 85m2 mặt tiền 7m, đường trước nhà 10m gần hồ, giá rẻ nhất khu",10m,0,85.0,80 triệu / m2,Quận Bắc Từ Liêm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7880,"Bán nhà đất mặt ngõ Xuân Đỉnh 113m 3 tầng Ô tô vào nhà - 10,7 Tỷ",4m,0,113.0,"10,7 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7881,"Bán nhà đất mặt ngõ Xuân Đỉnh 113m 3 tầng Ô tô vào nhà - 10,7 Tỷ",4m,0,113.0,"10,7 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7882,"Bán đất 486 Xuân Đỉnh 70m MT 5m vuông vắn ngõ thông, Ô tô vào - 65tr/1m",4m,0,70.0,"4,55 tỷ",Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7883,Bán đất Thụy Phương 57m2 nở hậu Ô tô cách 50m - nhỉnh 3 tỷ,"2,5m",0,57.0,"3,2 tỷ",Quận Bắc Từ Liêm,"Đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7884,"Bán đất ngõ 205 Phố Xuân Đỉnh, DT 133m2, ngõ thông biệt thự Ngoại Giao Đoàn, giá 67tr/m","2,5m",0,133.0,67 triệu / m2,Quận Bắc Từ Liêm,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",05/05/2023
7885,Cần bán Đất phố Trần Duy Hưng.Cầu Giấy,35m,0,1250.0,315 tỷ,Quận Cầu Giấy,"Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",05/05/2023
7886,Cần bán Đất ở phố Tô Ngọc Vân.Tây Hồ,19m,0,200.0,"41,5 tỷ",Quận Tây Hồ,"Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7887,Bán nhà cấp 4 Đặng Thai Mai.Tây hồ.Hà nội,"3,4m",0,48.0,9 tỷ,Quận Tây Hồ,"Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",05/05/2023
7888,"Cần bán đất đẹp mặt phố Tam Trinh- Hoàng Mai đã quy hoạch ổn định, giá hợp lý",10m,0,201.0,40 tỷ,Quận Hoàng Mai,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",05/05/2023
7889,LÔ ĐẤT TRÊN TRỤC ĐƯỜNG VĨNH QUỲNH. ĐẦU TƯ HOẶC Ở ĐỀU ĐẸP.,"3,5m",1,50.0,"3,65 tỷ",Huyện Thanh Trì,"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội",05/05/2023
7890,"CẦN TIỀN BÁN GẤP Lô đất Đấu giá Ngọc Hồi, Thanh Trì, diện tích 54m2, mặt tiền 6m, LÔ GÓC,",7m,0,54.0,"3,25 tỷ",Huyện Thanh Trì,"Đường Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",05/05/2023
7891,"Chính chủ cần bán gấp 170m2 đất phố Hoàng Cầu mặt tiền 8m, View thoáng giá 37 tỷ.",0m,0,170.0,37 tỷ,Quận Đống Đa,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",05/05/2023
7892,"Cần bán gấp 170m² đất phố Hoàng Cầu mặt tiền 8m, đường rộng, View thoáng, giá 37 tỷ.",15m,0,170.0,37 tỷ,Quận Đống Đa,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",05/05/2023
7893,Chính chủ cần bán gấp 200m2 đất mặt phố Trần Thái Tông View thoáng giá 89 tỷ.,0m,0,200.0,89 tỷ,Quận Cầu Giấy,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",05/05/2023
7894,"Chính chủ cần bán gấp 400m2 đất mặt phố Trung Kính, vỉa hè rộng 7m, View thoáng giá 143 tỷ",0m,0,400.0,143 tỷ,Quận Cầu Giấy,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",05/05/2023
7895,Chính chủ cần bán gấp 350m2 đất mặt đường Hoàng Quốc Việt MT 23m x 2 thoáng giá 125 tỷ,45m,0,350.0,125 tỷ,Quận Cầu Giấy,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",05/05/2023
7896,Chính chủ cần bán gấp 125m2 đất lô góc phố Phạm Tuấn Tài mặt tiền 12m giá 29 tỷ.,0m,0,125.0,29 tỷ,Quận Cầu Giấy,"Phố Phạm Tuấn Tài, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",05/05/2023
7897,Chính chủ cần bán gấp 240m2 đất mặt đường Võ Chí Công mặt tiền 12m vỉa hè 8m giá 89 tỷ,40m,0,240.0,89 tỷ,Quận Tây Hồ,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",05/05/2023
7898,Chính chủ cần bán gấp 130m2 đất Phố Nguyễn Hoàng mặt tiền 7m x 2 mặt thoáng giá 19 tỷ.,12m,0,130.0,19 tỷ,Quận Nam Từ Liêm,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7899,Chính chủ cần bán gấp 160m2 đất Phố Hoàng Cầu mặt tiền 7m đường rộng thông thoáng 37 tỷ,15m,0,160.0,37 tỷ,Quận Đống Đa,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",05/05/2023
7900,"Chính chủ cần bán gấp 56m2 đất mặt phố Dương Khuê mặt tiền rộng, giá 15.9 tỷ.",20m,0,56.0,"15,9 tỷ",Quận Cầu Giấy,"Đường Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",05/05/2023
7901,Chính chủ cần bán gấp 400m2 đất mặt phố Trung Kính Vỉa hè rộng 7m View thoáng giá 139 tỷ.,0m,0,400.0,139 tỷ,Quận Cầu Giấy,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",05/05/2023
7902,Chính chủ cần bán gấp 630m2 đất mặt Phố Miếu Đầm mặt tiền 16m View thoáng giá 239 tỷ.,0m,0,630.0,239 tỷ,Quận Nam Từ Liêm,"Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7903,Chính chủ cần bán gấp 200m2 đất mặt phố Trần Thái Tông vỉa hè rộng View thoáng giá 89 tỷ.,0m,0,200.0,89 tỷ,Quận Cầu Giấy,"Phố Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",05/05/2023
7904,"Chính chủ cần bán gấp 250m2 đất đường Lê Đức Thọ, vỉa hè rộng, đường rộng giá 39 tỷ.",0m,0,250.0,39 tỷ,Quận Nam Từ Liêm,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",05/05/2023
7905,Chính chủ cần bán gấp 56m2 đất mặt phố Dương Khuê vỉa hè rộng KD sầm uất giá 14.9 tỷ.,0m,0,56.0,"14,9 tỷ",Quận Cầu Giấy,"Đường Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",05/05/2023
7906,Chính chủ cần bán gấp 200m2 đất lô góc mặt tiền 11m đường Lạc Long Quân giá 29.9 tỷ.,0m,0,200.0,"29,9 tỷ",Quận Cầu Giấy,"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",05/05/2023
7907,"Chính chủ cần bán gấp 220m2 đất mặt tiền 10m đường Lạc Long Quân, đường rộng giá 19 tỷ.",0m,0,220.0,19 tỷ,Quận Tây Hồ,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",05/05/2023
7908,"EM BÁN 02 LÔ ĐẤT DT 60,9M2 Và 62,5M2 GIÁ 2XTR TẠI GẦN CẦU HỒNG HÀ ,ĐAN PHƯỢNG , HN.","3,3m",0,70.0,27 triệu / m2,Huyện Đan Phượng,"Xã Hồng Hà, Huyện Đan Phượng, Hà Nội",05/05/2023
7909,"Bán đất dịch vụ Đồng Sậy, tt Phùng, Đan Phượng, Hà Nội.",12m,0,60.0,58 triệu / m2,Huyện Đan Phượng,"Đường Đồng Sậy, Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",05/05/2023
7910,"BÁN ĐẤT 83m2 MT 6,71m FUL THỔ CƯ TẠI THUẤN TRUNG, TAM THUẤN,PHÚC THỌ,HN",5m,0,83.0,"1,162 tỷ",Huyện Phúc Thọ,"Đường Quốc lộ 32, Xã Tam Thuấn, Huyện Phúc Thọ, Hà Nội",05/05/2023
